"naam","uri_naam","uri_amco","amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio"
"Menaldumadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Menaldumadeel","http://www.gemeentegeschiedenis.nl/amco/11144",11144,"83",0,"1816","heden","Friesland","noord"
"Menameradiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Menameradiel","http://www.gemeentegeschiedenis.nl/amco/11144",11144,"1908",8260048,"2011","heden","Friesland","noord"
"Metslawier","http://www.gemeentegeschiedenis.nl/gemeentenaam/Metslawier","http://www.gemeentegeschiedenis.nl/amco/11102",11102,NA,0,"oudsher","1816","Friesland","noord"
"Mildam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Mildam","http://www.gemeentegeschiedenis.nl/amco/11175",11175,NA,0,"oudsher","1816","Friesland","noord"
"Minnertsga","http://www.gemeentegeschiedenis.nl/gemeentenaam/Minnertsga","http://www.gemeentegeschiedenis.nl/amco/10328",10328,NA,0,"oudsher","1816","Friesland","noord"
"Nes","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nes","http://www.gemeentegeschiedenis.nl/amco/10274",10274,NA,0,"oudsher","1816","Friesland","noord"
"Nijefurd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijefurd","http://www.gemeentegeschiedenis.nl/amco/10768",10768,"104",0,"1984","2011","Friesland","noord"
"Nijland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijland","http://www.gemeentegeschiedenis.nl/amco/11321",11321,NA,0,"oudsher","1816","Friesland","noord"
"Noordwolde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordwolde","http://www.gemeentegeschiedenis.nl/amco/11322",11322,NA,0,"oudsher","1816","Friesland","noord"
"Oenkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oenkerk","http://www.gemeentegeschiedenis.nl/amco/10739",10739,NA,0,"oudsher","1816","Friesland","noord"
"Oldeboorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oldeboorn","http://www.gemeentegeschiedenis.nl/amco/11368",11368,NA,0,"oudsher","1816","Friesland","noord"
"Oostdongeradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostdongeradeel","http://www.gemeentegeschiedenis.nl/amco/11102",11102,"84",0,"1816","1984","Friesland","noord"
"Oosterend","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterend","http://www.gemeentegeschiedenis.nl/amco/10877",10877,NA,0,"oudsher","1816","Friesland","noord"
"Oostermeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostermeer","http://www.gemeentegeschiedenis.nl/amco/11161",11161,NA,0,"oudsher","1816","Friesland","noord"
"Oosterwolde [Fr]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterwolde_Fr","http://www.gemeentegeschiedenis.nl/amco/10836",10836,NA,0,"oudsher","1816","Friesland","noord"
"Oosterzee","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterzee","http://www.gemeentegeschiedenis.nl/amco/11201",11201,NA,0,"oudsher","1816","Friesland","noord"
"Ooststellingwerf","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ooststellingwerf","http://www.gemeentegeschiedenis.nl/amco/10836",10836,"85",2749339,"1816","heden","Friesland","noord"
"Opsterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Opsterland","http://www.gemeentegeschiedenis.nl/amco/10005",10005,"86",2749277,"1816","heden","Friesland","noord"
"Oudeberkoop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudeberkoop","http://www.gemeentegeschiedenis.nl/amco/10386",10386,NA,0,"oudsher","1816","Friesland","noord"
"Oudega","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudega","http://www.gemeentegeschiedenis.nl/amco/10472",10472,NA,0,"oudsher","1816","Friesland","noord"
"Oudwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudwoude","http://www.gemeentegeschiedenis.nl/amco/10353",10353,NA,0,"oudsher","1816","Friesland","noord"
"Rauwerd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rauwerd","http://www.gemeentegeschiedenis.nl/amco/10330",10330,NA,0,"oudsher","1816","Friesland","noord"
"Rauwerderhem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rauwerderhem","http://www.gemeentegeschiedenis.nl/amco/10330",10330,"87",0,"1816","1984","Friesland","noord"
"Rinsumageest","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rinsumageest","http://www.gemeentegeschiedenis.nl/amco/11096",11096,NA,0,"oudsher","1816","Friesland","noord"
"Roordahuizum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roordahuizum","http://www.gemeentegeschiedenis.nl/amco/10815",10815,NA,0,"oudsher","1816","Friesland","noord"
"Scharsterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Scharsterland","http://www.gemeentegeschiedenis.nl/amco/10022",10022,"139",0,"1984","1985","Friesland","noord"
"Schiermonnikoog","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schiermonnikoog","http://www.gemeentegeschiedenis.nl/amco/10355",10355,"88",2747589,"oudsher","heden","Friesland","noord"
"Schoterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoterland","http://www.gemeentegeschiedenis.nl/amco/10680",10680,"1174",0,"1816","1934","Friesland","noord"
"Sexbierum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sexbierum","http://www.gemeentegeschiedenis.nl/amco/10156",10156,NA,0,"oudsher","1816","Friesland","noord"
"Sint Annaparochie","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Annaparochie","http://www.gemeentegeschiedenis.nl/amco/10128",10128,NA,0,"oudsher","1816","Friesland","noord"
"Sint Jacobiparochie","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Jacobiparochie","http://www.gemeentegeschiedenis.nl/amco/10951",10951,NA,0,"oudsher","1816","Friesland","noord"
"Sint Johannesga","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Johannesga","http://www.gemeentegeschiedenis.nl/amco/10813",10813,NA,0,"oudsher","1816","Friesland","noord"
"Skarsterlân","http://www.gemeentegeschiedenis.nl/gemeentenaam/Skarsterlan","http://www.gemeentegeschiedenis.nl/amco/10022",10022,"51",6544303,"1985","heden","Friesland","noord"
"Sloten [Fr]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sloten_Fr","http://www.gemeentegeschiedenis.nl/amco/10867",10867,"89",0,"oudsher","1984","Friesland","noord"
"Smallingerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Smallingerland","http://www.gemeentegeschiedenis.nl/amco/10405",10405,"90",2747091,"1816","heden","Friesland","noord"
"Sneek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sneek","http://www.gemeentegeschiedenis.nl/amco/11421",11421,"91",0,"oudsher","2011","Friesland","noord"
"Sonnega","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sonnega","http://www.gemeentegeschiedenis.nl/amco/10937",10937,NA,0,"oudsher","1816","Friesland","noord"
"Staveren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Staveren","http://www.gemeentegeschiedenis.nl/amco/10240",10240,"1257",0,"oudsher","1979","Friesland","noord"
"Stavoren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stavoren","http://www.gemeentegeschiedenis.nl/amco/10240",10240,"92",0,"1979","1984","Friesland","noord"
"Stiens","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stiens","http://www.gemeentegeschiedenis.nl/amco/10851",10851,NA,0,"oudsher","1816","Friesland","noord"
"Súdwest Fryslân","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sudwest_Fryslan","http://www.gemeentegeschiedenis.nl/amco/11421",11421,"1900",8260049,"2011","heden","Friesland","noord"
"Surhuizum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Surhuizum","http://www.gemeentegeschiedenis.nl/amco/11326",11326,NA,0,"oudsher","1816","Friesland","noord"
"Ternaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ternaard","http://www.gemeentegeschiedenis.nl/amco/10129",10129,NA,0,"oudsher","1816","Friesland","noord"
"Terschelling","http://www.gemeentegeschiedenis.nl/gemeentenaam/Terschelling","http://www.gemeentegeschiedenis.nl/amco/11210",11210,"93",2746412,"oudsher","heden","Friesland","noord"
"Tietjerksteradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tietjerksteradeel","http://www.gemeentegeschiedenis.nl/amco/11241",11241,"94",0,"1816","1989","Friesland","noord"
"Tjalleberd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tjalleberd","http://www.gemeentegeschiedenis.nl/amco/10157",10157,NA,0,"oudsher","1816","Friesland","noord"
"Tjerkwerd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tjerkwerd","http://www.gemeentegeschiedenis.nl/amco/11196",11196,NA,0,"oudsher","1816","Friesland","noord"
"Tjum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tjum","http://www.gemeentegeschiedenis.nl/amco/10404",10404,NA,0,"oudsher","1816","Friesland","noord"
"Tytsjerksteradiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tytsjerksteradiel","http://www.gemeentegeschiedenis.nl/amco/11241",11241,"737",6544304,"1989","heden","Friesland","noord"
"Ureterp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ureterp","http://www.gemeentegeschiedenis.nl/amco/10005",10005,NA,0,"oudsher","1816","Friesland","noord"
"Utingeradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Utingeradeel","http://www.gemeentegeschiedenis.nl/amco/10140",10140,"95",0,"1816","1984","Friesland","noord"
"Veenwouden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veenwouden","http://www.gemeentegeschiedenis.nl/amco/10032",10032,NA,0,"oudsher","1816","Friesland","noord"
"Vlieland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlieland","http://www.gemeentegeschiedenis.nl/amco/10211",10211,"96",2745417,"oudsher","heden","Friesland","noord"
"Vrouwenparochie","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrouwenparochie","http://www.gemeentegeschiedenis.nl/amco/10614",10614,NA,0,"oudsher","1816","Friesland","noord"
"Westdongeradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westdongeradeel","http://www.gemeentegeschiedenis.nl/amco/10129",10129,"97",0,"1816","1984","Friesland","noord"
"Weststellingwerf","http://www.gemeentegeschiedenis.nl/gemeentenaam/Weststellingwerf","http://www.gemeentegeschiedenis.nl/amco/11322",11322,"98",2744609,"1816","heden","Friesland","noord"
"Wirdum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wirdum","http://www.gemeentegeschiedenis.nl/amco/10738",10738,NA,0,"oudsher","1816","Friesland","noord"
"Witmarsum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Witmarsum","http://www.gemeentegeschiedenis.nl/amco/10454",10454,NA,0,"oudsher","1816","Friesland","noord"
"Wolvega","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wolvega","http://www.gemeentegeschiedenis.nl/amco/11055",11055,NA,0,"oudsher","1816","Friesland","noord"
"Wommels","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wommels","http://www.gemeentegeschiedenis.nl/amco/11290",11290,NA,0,"oudsher","1816","Friesland","noord"
"Wonseradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wonseradeel","http://www.gemeentegeschiedenis.nl/amco/10454",10454,"99",0,"1816","1987","Friesland","noord"
"Workum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Workum","http://www.gemeentegeschiedenis.nl/amco/10768",10768,"100",0,"oudsher","1984","Friesland","noord"
"Woudsend","http://www.gemeentegeschiedenis.nl/gemeentenaam/Woudsend","http://www.gemeentegeschiedenis.nl/amco/11427",11427,NA,0,"oudsher","1816","Friesland","noord"
"Wûnseradiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wunseradiel","http://www.gemeentegeschiedenis.nl/amco/10454",10454,"710",0,"1987","2011","Friesland","noord"
"Wymbritseradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wymbritseradeel","http://www.gemeentegeschiedenis.nl/amco/11427",11427,"101",0,"1816","1986","Friesland","noord"
"Wymbritseradiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wymbritseradiel","http://www.gemeentegeschiedenis.nl/amco/11427",11427,"683",0,"1986","heden","Friesland","noord"
"Aa en Hunze","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aa_en_Hunze","http://www.gemeentegeschiedenis.nl/amco/10787",10787,"1680",6544296,"1998","heden","Drenthe","noord"
"Anloo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Anloo","http://www.gemeentegeschiedenis.nl/amco/10787",10787,"105",0,"oudsher","1998","Drenthe","noord"
"Assen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Assen","http://www.gemeentegeschiedenis.nl/amco/10522",10522,"106",2759632,"oudsher","heden","Drenthe","noord"
"Beilen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beilen","http://www.gemeentegeschiedenis.nl/amco/10520",10520,"107",0,"oudsher","1998","Drenthe","noord"
"Borger","http://www.gemeentegeschiedenis.nl/gemeentenaam/Borger","http://www.gemeentegeschiedenis.nl/amco/10448",10448,"108",0,"oudsher","1998","Drenthe","noord"
"Borger-Odoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Borger-Odoorn","http://www.gemeentegeschiedenis.nl/amco/10448",10448,"1681",2758619,"1998","heden","Drenthe","noord"
"Coevorden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Coevorden","http://www.gemeentegeschiedenis.nl/amco/10383",10383,"109",2757936,"oudsher","heden","Drenthe","noord"
"Dalen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dalen","http://www.gemeentegeschiedenis.nl/amco/11004",11004,"110",0,"oudsher","1998","Drenthe","noord"
"Diever","http://www.gemeentegeschiedenis.nl/gemeentenaam/Diever","http://www.gemeentegeschiedenis.nl/amco/10418",10418,"111",0,"oudsher","1998","Drenthe","noord"
"Dwingeloo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dwingeloo","http://www.gemeentegeschiedenis.nl/amco/10331",10331,"112",0,"oudsher","1998","Drenthe","noord"
"Eelde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Eelde","http://www.gemeentegeschiedenis.nl/amco/10622",10622,"113",0,"oudsher","1998","Drenthe","noord"
"Emmen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Emmen","http://www.gemeentegeschiedenis.nl/amco/11180",11180,"114",2756134,"oudsher","heden","Drenthe","noord"
"Gasselte","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gasselte","http://www.gemeentegeschiedenis.nl/amco/11099",11099,"115",0,"oudsher","1998","Drenthe","noord"
"Gieten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gieten","http://www.gemeentegeschiedenis.nl/amco/10506",10506,"116",0,"oudsher","1998","Drenthe","noord"
"Havelte","http://www.gemeentegeschiedenis.nl/gemeentenaam/Havelte","http://www.gemeentegeschiedenis.nl/amco/10186",10186,"117",0,"oudsher","1998","Drenthe","noord"
"Hoogeveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogeveen","http://www.gemeentegeschiedenis.nl/amco/10839",10839,"118",2753718,"oudsher","heden","Drenthe","noord"
"Meppel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Meppel","http://www.gemeentegeschiedenis.nl/amco/11204",11204,"119",2750946,"oudsher","heden","Drenthe","noord"
"Midden-Drenthe","http://www.gemeentegeschiedenis.nl/gemeentenaam/Midden-Drenthe","http://www.gemeentegeschiedenis.nl/amco/10520",10520,"1731",6544297,"2000","heden","Drenthe","noord"
"Middenveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middenveld","http://www.gemeentegeschiedenis.nl/amco/10520",10520,"1697",0,"1998","2000","Drenthe","noord"
"Nijeveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijeveen","http://www.gemeentegeschiedenis.nl/amco/10774",10774,"121",0,"oudsher","1998","Drenthe","noord"
"Noordenveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordenveld","http://www.gemeentegeschiedenis.nl/amco/10699",10699,"1699",6544287,"1998","heden","Drenthe","noord"
"Norg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Norg","http://www.gemeentegeschiedenis.nl/amco/10608",10608,"120",0,"oudsher","1998","Drenthe","noord"
"Odoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Odoorn","http://www.gemeentegeschiedenis.nl/amco/11320",11320,"122",0,"oudsher","1998","Drenthe","noord"
"Oosterhesselen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterhesselen","http://www.gemeentegeschiedenis.nl/amco/10490",10490,"123",0,"1819","1998","Drenthe","noord"
"Peize","http://www.gemeentegeschiedenis.nl/gemeentenaam/Peize","http://www.gemeentegeschiedenis.nl/amco/10501",10501,"124",0,"1819","1998","Drenthe","noord"
"Roden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roden","http://www.gemeentegeschiedenis.nl/amco/10699",10699,"125",0,"oudsher","1998","Drenthe","noord"
"Rolde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rolde","http://www.gemeentegeschiedenis.nl/amco/10470",10470,"126",0,"oudsher","1998","Drenthe","noord"
"Ruinen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ruinen","http://www.gemeentegeschiedenis.nl/amco/10629",10629,"127",0,"oudsher","1998","Drenthe","noord"
"Ruinerwold","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ruinerwold","http://www.gemeentegeschiedenis.nl/amco/10944",10944,"128",0,"oudsher","1998","Drenthe","noord"
"Schoonebeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoonebeek","http://www.gemeentegeschiedenis.nl/amco/10064",10064,"129",0,"1884","1998","Drenthe","noord"
"Sleen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sleen","http://www.gemeentegeschiedenis.nl/amco/10489",10489,"130",0,"1819","1998","Drenthe","noord"
"Smilde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Smilde","http://www.gemeentegeschiedenis.nl/amco/11033",11033,"131",0,"oudsher","1998","Drenthe","noord"
"Tynaarlo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tynaarlo","http://www.gemeentegeschiedenis.nl/amco/10002",10002,"1730",6544282,"1999","heden","Drenthe","noord"
"Vledder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vledder","http://www.gemeentegeschiedenis.nl/amco/11120",11120,"132",0,"1819","1998","Drenthe","noord"
"Vries","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vries","http://www.gemeentegeschiedenis.nl/amco/10630",10630,"133",0,"oudsher","1998","Drenthe","noord"
"Westerbork","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westerbork","http://www.gemeentegeschiedenis.nl/amco/11095",11095,"134",0,"oudsher","1998","Drenthe","noord"
"Westerveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westerveld","http://www.gemeentegeschiedenis.nl/amco/10186",10186,"1701",6544239,"1998","heden","Drenthe","noord"
"De Wijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Wijk","http://www.gemeentegeschiedenis.nl/amco/10753",10753,"135",0,"oudsher","1998","Drenthe","noord"
"De Wolden","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Wolden","http://www.gemeentegeschiedenis.nl/amco/10262",10262,"1690",6544227,"1998","heden","Drenthe","noord"
"Zuidlaren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidlaren","http://www.gemeentegeschiedenis.nl/amco/10002",10002,"136",0,"oudsher","1999","Drenthe","noord"
"Zuidwolde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidwolde","http://www.gemeentegeschiedenis.nl/amco/10262",10262,"137",0,"oudsher","1998","Drenthe","noord"
"Zweeloo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zweeloo","http://www.gemeentegeschiedenis.nl/amco/10872",10872,"138",0,"oudsher","1998","Drenthe","noord"
"Almelo [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Almelo_1","http://www.gemeentegeschiedenis.nl/amco/11053",11053,NA,0,"oudsher","1818","Overijssel","oost"
"Almelo [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Almelo_2","http://www.gemeentegeschiedenis.nl/amco/11053",11053,"141",2759886,"1914","heden","Overijssel","oost"
"Ambt Almelo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ambt_Almelo","http://www.gemeentegeschiedenis.nl/amco/11065",11065,"1009",0,"1818","1914","Overijssel","oost"
"Ambt Delden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ambt_Delden","http://www.gemeentegeschiedenis.nl/amco/11400",11400,"142",0,"1818","2001","Overijssel","oost"
"Ambt Hardenberg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ambt_Hardenberg","http://www.gemeentegeschiedenis.nl/amco/10174",10174,"1011",0,"1818","1941","Overijssel","oost"
"Ambt Ommen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ambt_Ommen","http://www.gemeentegeschiedenis.nl/amco/11069",11069,"1012",0,"1818","1923","Overijssel","oost"
"Ambt Vollenhove","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ambt_Vollenhove","http://www.gemeentegeschiedenis.nl/amco/11088",11088,"1013",0,"1818","1942","Overijssel","oost"
