"naam","uri_naam","uri_amco","amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio"
"Elkerzee","http://www.gemeentegeschiedenis.nl/gemeentenaam/Elkerzee","http://www.gemeentegeschiedenis.nl/amco/10184",10184,"1053",0,"oudsher","1961","Zeeland","west"
"Ellemeet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ellemeet","http://www.gemeentegeschiedenis.nl/amco/10102",10102,"1054",0,"oudsher","1961","Zeeland","west"
"Ellewoutsdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ellewoutsdijk","http://www.gemeentegeschiedenis.nl/amco/11300",11300,"663",0,"oudsher","1970","Zeeland","west"
"Eversdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Eversdijk","http://www.gemeentegeschiedenis.nl/amco/10920",10920,"",0,"oudsher","1816","Zeeland","west"
"Fort Bath","http://www.gemeentegeschiedenis.nl/gemeentenaam/Fort_Bath","http://www.gemeentegeschiedenis.nl/amco/11114",11114,"",0,"oudsher","1816","Zeeland","west"
"Gapinge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gapinge","http://www.gemeentegeschiedenis.nl/amco/10306",10306,"1317",0,"oudsher","1857","Zeeland","west"
"Goes","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goes","http://www.gemeentegeschiedenis.nl/amco/10674",10674,"664",2755475,"oudsher","heden","Zeeland","west"
"Graauw en Langendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Graauw_en_Langendam","http://www.gemeentegeschiedenis.nl/amco/10312",10312,"665",0,"oudsher","1970","Zeeland","west"
"'s-Gravenhoek","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenhoek","http://www.gemeentegeschiedenis.nl/amco/11420",11420,"",0,"oudsher","1816","Zeeland","west"
"'s-Gravenpolder","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Gravenpolder","http://www.gemeentegeschiedenis.nl/amco/11059",11059,"666",0,"oudsher","1970","Zeeland","west"
"Grijpskerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grijpskerke","http://www.gemeentegeschiedenis.nl/amco/10801",10801,"1067",0,"1816","1966","Zeeland","west"
"Grijpskerke en Poppendamme","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grijpskerke_en_Poppendamme","http://www.gemeentegeschiedenis.nl/amco/10801",10801,"",0,"oudsher","1816","Zeeland","west"
"Groede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groede","http://www.gemeentegeschiedenis.nl/amco/11312",11312,"667",0,"oudsher","1970","Zeeland","west"
"Haamstede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haamstede","http://www.gemeentegeschiedenis.nl/amco/10701",10701,"1068",0,"oudsher","1961","Zeeland","west"
"'s-Heer Abtskerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Heer_Abtskerke","http://www.gemeentegeschiedenis.nl/amco/10337",10337,"669",0,"oudsher","1970","Zeeland","west"
"'s-Heer Arendskerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Heer_Arendskerke","http://www.gemeentegeschiedenis.nl/amco/10875",10875,"670",0,"oudsher","1970","Zeeland","west"
"'s-Heerenhoek","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Heerenhoek","http://www.gemeentegeschiedenis.nl/amco/10721",10721,"671",0,"oudsher","1970","Zeeland","west"
"'s-Heer Hendrikskinderen","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Heer_Hendrikskinderen","http://www.gemeentegeschiedenis.nl/amco/10117",10117,"1326",0,"oudsher","1857","Zeeland","west"
"Heille","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heille","http://www.gemeentegeschiedenis.nl/amco/11309",11309,"1073",0,"oudsher","1880","Zeeland","west"
"Heinkenszand","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heinkenszand","http://www.gemeentegeschiedenis.nl/amco/10413",10413,"672",0,"oudsher","1970","Zeeland","west"
"Hengstdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hengstdijk","http://www.gemeentegeschiedenis.nl/amco/10636",10636,"1077",0,"oudsher","1936","Zeeland","west"
"Hoedekenskerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoedekenskerke","http://www.gemeentegeschiedenis.nl/amco/11072",11072,"673",0,"oudsher","1970","Zeeland","west"
"Hoek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoek","http://www.gemeentegeschiedenis.nl/amco/10038",10038,"674",0,"oudsher","1970","Zeeland","west"
"Hontenisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hontenisse","http://www.gemeentegeschiedenis.nl/amco/11123",11123,"675",0,"oudsher","2003","Zeeland","west"
"Hoofdplaat","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoofdplaat","http://www.gemeentegeschiedenis.nl/amco/10147",10147,"676",0,"oudsher","1970","Zeeland","west"
"Hoogelande","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoogelande","http://www.gemeentegeschiedenis.nl/amco/11194",11194,"",0,"oudsher","1816","Zeeland","west"
"Hulst","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hulst","http://www.gemeentegeschiedenis.nl/amco/11408",11408,"677",2753437,"oudsher","heden","Zeeland","west"
"IJzendijke","http://www.gemeentegeschiedenis.nl/gemeentenaam/IJzendijke","http://www.gemeentegeschiedenis.nl/amco/10688",10688,"730",0,"oudsher","1970","Zeeland","west"
"Kampensnieuwland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kampensnieuwland","http://www.gemeentegeschiedenis.nl/amco/11197",11197,"",0,"oudsher","1816","Zeeland","west"
"Kapelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kapelle","http://www.gemeentegeschiedenis.nl/amco/11223",11223,"678",2753069,"oudsher","heden","Zeeland","west"
"Kats","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kats","http://www.gemeentegeschiedenis.nl/amco/10919",10919,"1094",0,"oudsher","1941","Zeeland","west"
"Kattendijke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kattendijke","http://www.gemeentegeschiedenis.nl/amco/11218",11218,"679",0,"oudsher","1970","Zeeland","west"
"Kerkwerve","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kerkwerve","http://www.gemeentegeschiedenis.nl/amco/10837",10837,"1095",0,"oudsher","1961","Zeeland","west"
"Klaaskinderenkerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Klaaskinderenkerke","http://www.gemeentegeschiedenis.nl/amco/11449",11449,"",0,"oudsher","1813","Zeeland","west"
"Kleverskerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kleverskerke","http://www.gemeentegeschiedenis.nl/amco/10519",10519,"1339",0,"oudsher","1857","Zeeland","west"
"Kloetinge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kloetinge","http://www.gemeentegeschiedenis.nl/amco/10155",10155,"680",0,"oudsher","1970","Zeeland","west"
"Koewacht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koewacht","http://www.gemeentegeschiedenis.nl/amco/10892",10892,"681",0,"oudsher","1970","Zeeland","west"
"Kortgene","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kortgene","http://www.gemeentegeschiedenis.nl/amco/10250",10250,"682",0,"oudsher","1995","Zeeland","west"
"Koudekerke [Walcheren]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Koudekerke_Walcheren","http://www.gemeentegeschiedenis.nl/amco/11428",11428,"1098",0,"oudsher","1966","Zeeland","west"
"Krabbendijke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Krabbendijke","http://www.gemeentegeschiedenis.nl/amco/11038",11038,"684",0,"oudsher","1970","Zeeland","west"
"Kruiningen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kruiningen","http://www.gemeentegeschiedenis.nl/amco/10077",10077,"685",0,"oudsher","1970","Zeeland","west"
"Looperskapelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Looperskapelle","http://www.gemeentegeschiedenis.nl/amco/10317",10317,"",0,"oudsher","1813","Zeeland","west"
"Maire","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maire","http://www.gemeentegeschiedenis.nl/amco/10480",10480,"",0,"oudsher","1816","Zeeland","west"
"Mariekerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Mariekerke","http://www.gemeentegeschiedenis.nl/amco/11221",11221,"686",0,"1966","1997","Zeeland","west"
"Meliskerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Meliskerke","http://www.gemeentegeschiedenis.nl/amco/11221",11221,"1112",0,"oudsher","1966","Zeeland","west"
"Middelburg [Ze]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelburg_Ze","http://www.gemeentegeschiedenis.nl/amco/10122",10122,"687",2750894,"oudsher","heden","Zeeland","west"
"Middenschouwen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middenschouwen","http://www.gemeentegeschiedenis.nl/amco/10837",10837,"688",0,"1961","1997","Zeeland","west"
"Neuzen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Neuzen","http://www.gemeentegeschiedenis.nl/amco/10704",10704,"715",NA,"oudsher","1877","Zeeland","west"
"Nieuw- en Sint Joosland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-_en_Sint_Joosland","http://www.gemeentegeschiedenis.nl/amco/11340",11340,"1117",0,"1816","1966","Zeeland","west"
"Nieuwerkerk [Duiveland]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwerkerk_Duiveland","http://www.gemeentegeschiedenis.nl/amco/10911",10911,"1122",0,"oudsher","1961","Zeeland","west"
"Nieuwerkerke [Schouwen]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwerkerke_Schouwen","http://www.gemeentegeschiedenis.nl/amco/10014",10014,"",0,"oudsher","1813","Zeeland","west"
"Nieuwlande [ZBev]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwlande_ZBev","http://www.gemeentegeschiedenis.nl/amco/10800",10800,"",0,"oudsher","1816","Zeeland","west"
"Nieuwland [Walcheren]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwland_Walcheren","http://www.gemeentegeschiedenis.nl/amco/11340",11340,"",0,"oudsher","1816","Zeeland","west"
"Nieuw-Strijen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuw-Strijen","http://www.gemeentegeschiedenis.nl/amco/10459",10459,"",0,"oudsher","1813","Zeeland","west"
"Nieuwvliet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwvliet","http://www.gemeentegeschiedenis.nl/amco/11165",11165,"690",0,"oudsher","1970","Zeeland","west"
"Nisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nisse","http://www.gemeentegeschiedenis.nl/amco/11086",11086,"691",0,"oudsher","1970","Zeeland","west"
"Noord-Beveland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noord-Beveland","http://www.gemeentegeschiedenis.nl/amco/10250",10250,"1695",6544253,"1995","heden","Zeeland","west"
"Noordgouwe","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordgouwe","http://www.gemeentegeschiedenis.nl/amco/11107",11107,"1128",0,"oudsher","1961","Zeeland","west"
"Noordwelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordwelle","http://www.gemeentegeschiedenis.nl/amco/10055",10055,"1129",0,"oudsher","1961","Zeeland","west"
"Oostburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostburg","http://www.gemeentegeschiedenis.nl/amco/10782",10782,"692",0,"oudsher","2003","Zeeland","west"
"Oost- en Middelzwake","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-_en_Middelzwake","http://www.gemeentegeschiedenis.nl/amco/11393",11393,"",0,"oudsher","1816","Zeeland","west"
"Oost- en West-Souburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-_en_West-Souburg","http://www.gemeentegeschiedenis.nl/amco/11396",11396,"1135",0,"1835","1966","Zeeland","west"
"Oosterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterland","http://www.gemeentegeschiedenis.nl/amco/11237",11237,"1136",0,"oudsher","1961","Zeeland","west"
"Oostkapelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostkapelle","http://www.gemeentegeschiedenis.nl/amco/10720",10720,"1137",0,"oudsher","1966","Zeeland","west"
"Oost-Souburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oost-Souburg","http://www.gemeentegeschiedenis.nl/amco/11396",11396,"1353",0,"oudsher","1835","Zeeland","west"
"Ossenisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ossenisse","http://www.gemeentegeschiedenis.nl/amco/10841",10841,"1138",0,"oudsher","1936","Zeeland","west"
"Oudelande","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudelande","http://www.gemeentegeschiedenis.nl/amco/11139",11139,"695",0,"oudsher","1970","Zeeland","west"
"Oud-Vossemeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-Vossemeer","http://www.gemeentegeschiedenis.nl/amco/10134",10134,"696",0,"oudsher","1971","Zeeland","west"
"Ouwerkerk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ouwerkerk","http://www.gemeentegeschiedenis.nl/amco/10968",10968,"1148",0,"oudsher","1961","Zeeland","west"
"Overslag","http://www.gemeentegeschiedenis.nl/gemeentenaam/Overslag","http://www.gemeentegeschiedenis.nl/amco/10730",10730,"697",0,"oudsher","1970","Zeeland","west"
"Ovezande","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ovezande","http://www.gemeentegeschiedenis.nl/amco/11422",11422,"698",0,"oudsher","1970","Zeeland","west"
"Philippine","http://www.gemeentegeschiedenis.nl/gemeentenaam/Philippine","http://www.gemeentegeschiedenis.nl/amco/10486",10486,"699",0,"oudsher","1970","Zeeland","west"
"Poortvliet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Poortvliet","http://www.gemeentegeschiedenis.nl/amco/11181",11181,"700",0,"oudsher","1971","Zeeland","west"
"Reimerswaal","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reimerswaal","http://www.gemeentegeschiedenis.nl/amco/10077",10077,"703",2748254,"1970","heden","Zeeland","west"
"Renesse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Renesse","http://www.gemeentegeschiedenis.nl/amco/10412",10412,"1159",0,"oudsher","1961","Zeeland","west"
"Rengerskerke en Zuidland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rengerskerke_en_Zuidland","http://www.gemeentegeschiedenis.nl/amco/10109",10109,"",0,"oudsher","1813","Zeeland","west"
"Retranchement","http://www.gemeentegeschiedenis.nl/gemeentenaam/Retranchement","http://www.gemeentegeschiedenis.nl/amco/10400",10400,"701",0,"oudsher","1970","Zeeland","west"
"Rilland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rilland","http://www.gemeentegeschiedenis.nl/amco/10479",10479,"1161",0,"1816","1878","Zeeland","west"
"Rilland-Bath","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rilland-Bath","http://www.gemeentegeschiedenis.nl/amco/10479",10479,"702",0,"1878","1970","Zeeland","west"
"Rilland en Bath","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rilland_en_Bath","http://www.gemeentegeschiedenis.nl/amco/10479",10479,"",0,"oudsher","1816","Zeeland","west"
"Ritthem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ritthem","http://www.gemeentegeschiedenis.nl/amco/10652",10652,"1163",0,"oudsher","1966","Zeeland","west"
"Sas van Gent","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sas_van_Gent","http://www.gemeentegeschiedenis.nl/amco/11405",11405,"704",0,"oudsher","2003","Zeeland","west"
"Scherpenisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Scherpenisse","http://www.gemeentegeschiedenis.nl/amco/10375",10375,"705",0,"oudsher","1971","Zeeland","west"
"Schoondijke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schoondijke","http://www.gemeentegeschiedenis.nl/amco/10189",10189,"706",0,"oudsher","1970","Zeeland","west"
"Schore","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schore","http://www.gemeentegeschiedenis.nl/amco/10544",10544,"1172",0,"oudsher","1941","Zeeland","west"
"Schouwen-Duiveland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schouwen-Duiveland","http://www.gemeentegeschiedenis.nl/amco/10843",10843,"1676",6544251,"1997","heden","Zeeland","west"
"Serooskerke [Schouwen]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Serooskerke_Schouwen","http://www.gemeentegeschiedenis.nl/amco/11014",11014,"1175",0,"oudsher","1961","Zeeland","west"
"Serooskerke [Walcheren]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Serooskerke_Walcheren","http://www.gemeentegeschiedenis.nl/amco/11256",11256,"1176",0,"oudsher","1967","Zeeland","west"
"Sinoutskerke en Baarsdorp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sinoutskerke_en_Baarsdorp","http://www.gemeentegeschiedenis.nl/amco/10449",10449,"",0,"oudsher","1816","Zeeland","west"
"Sint Annaland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Annaland","http://www.gemeentegeschiedenis.nl/amco/11200",11200,"708",0,"oudsher","1971","Zeeland","west"
"Sint Anna ter Muiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anna_ter_Muiden","http://www.gemeentegeschiedenis.nl/amco/11012",11012,"1177",0,"oudsher","1880","Zeeland","west"
"Sint Jansteen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Jansteen","http://www.gemeentegeschiedenis.nl/amco/10864",10864,"709",0,"oudsher","1970","Zeeland","west"
"Sint Joosland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Joosland","http://www.gemeentegeschiedenis.nl/amco/10632",10632,"",0,"oudsher","1816","Zeeland","west"
"Sint Kruis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Kruis","http://www.gemeentegeschiedenis.nl/amco/10235",10235,"1178",0,"oudsher","1941","Zeeland","west"
"Sint Laurens","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Laurens","http://www.gemeentegeschiedenis.nl/amco/10106",10106,"1179",0,"oudsher","1966","Zeeland","west"
"Sint Maartensdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Maartensdijk","http://www.gemeentegeschiedenis.nl/amco/10716",10716,"711",0,"oudsher","1971","Zeeland","west"
"Sint Philipsland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Philipsland","http://www.gemeentegeschiedenis.nl/amco/10394",10394,"712",0,"oudsher","1995","Zeeland","west"
"Sirjansland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sirjansland","http://www.gemeentegeschiedenis.nl/amco/11211",11211,"",0,"oudsher","1816","Zeeland","west"
"Sluis [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sluis_1","http://www.gemeentegeschiedenis.nl/amco/10895",10895,"713",0,"oudsher","1995","Zeeland","west"
"Sluis [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sluis_2","http://www.gemeentegeschiedenis.nl/amco/10895",10895,"1714",2747114,"2003","heden","Zeeland","west"
"Sluis-Aardenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sluis-Aardenburg","http://www.gemeentegeschiedenis.nl/amco/11020",11020,"1698",0,"1995","2003","Zeeland","west"
"Stavenisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stavenisse","http://www.gemeentegeschiedenis.nl/amco/10619",10619,"714",0,"oudsher","1971","Zeeland","west"
"Stoppeldijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stoppeldijk","http://www.gemeentegeschiedenis.nl/amco/10100",10100,"1198",0,"oudsher","1936","Zeeland","west"
"Terneuzen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Terneuzen","http://www.gemeentegeschiedenis.nl/amco/10704",10704,"715",NA,"1940","heden","Zeeland","west"
"Ter Neuzen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ter_Neuzen","http://www.gemeentegeschiedenis.nl/amco/10704",10704,"715",NA,"1877","1940","Zeeland","west"
"Tholen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tholen","http://www.gemeentegeschiedenis.nl/amco/10376",10376,"716",2746350,"oudsher","heden","Zeeland","west"
"Valkenisse [Walcheren]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenisse_Walcheren","http://www.gemeentegeschiedenis.nl/amco/10779",10779,"720",0,"1966","1997","Zeeland","west"
"Valkenisse [ZBev]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Valkenisse_ZBev","http://www.gemeentegeschiedenis.nl/amco/11444",11444,"",0,"oudsher","1816","Zeeland","west"
"Veere","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veere","http://www.gemeentegeschiedenis.nl/amco/10369",10369,"717",2745738,"oudsher","heden","Zeeland","west"
"Vlissingen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlissingen","http://www.gemeentegeschiedenis.nl/amco/10270",10270,"718",2745391,"oudsher","heden","Zeeland","west"
"Vogelwaarde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vogelwaarde","http://www.gemeentegeschiedenis.nl/amco/10100",10100,"719",0,"1936","1970","Zeeland","west"
"Vrijberge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrijberge","http://www.gemeentegeschiedenis.nl/amco/10429",10429,"",0,"oudsher","1813","Zeeland","west"
"Vrouwenpolder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vrouwenpolder","http://www.gemeentegeschiedenis.nl/amco/10635",10635,"1214",0,"oudsher","1966","Zeeland","west"
"Waarde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waarde","http://www.gemeentegeschiedenis.nl/amco/10082",10082,"721",0,"oudsher","1970","Zeeland","west"
"Waterlandkerkje","http://www.gemeentegeschiedenis.nl/gemeentenaam/Waterlandkerkje","http://www.gemeentegeschiedenis.nl/amco/10352",10352,"722",0,"oudsher","1970","Zeeland","west"
