"amco","naam","uri_naam","uri_amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio","gm_naam","cbscode","regio2"
10096,"Zeelst","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zeelst","http://www.gemeentegeschiedenis.nl/amco/10096","1233",0,"oudsher","1921","Noord-Brabant","zuid","Zeelst",1233,"zuidwest"
10097,"Ottoland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ottoland","http://www.gemeentegeschiedenis.nl/amco/10097","582",0,"1817","1986","Zuid-Holland","west","Ottoland",582,"zuidwest"
10098,"Laren [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Laren_Ge","http://www.gemeentegeschiedenis.nl/amco/10098","259",0,"oudsher","1971","Gelderland","oost","Laren (Gld.)",259,"zuidoost"
10099,"Putte","http://www.gemeentegeschiedenis.nl/gemeentenaam/Putte","http://www.gemeentegeschiedenis.nl/amco/10099","833",0,"oudsher","1997","Noord-Brabant","zuid","Putte",833,"zuidwest"
10100,"Vogelwaarde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vogelwaarde","http://www.gemeentegeschiedenis.nl/amco/10100","719",0,"1936","1970","Zeeland","west","Stoppeldijk",1198,"zuidwest"
10100,"Stoppeldijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stoppeldijk","http://www.gemeentegeschiedenis.nl/amco/10100","1198",0,"oudsher","1936","Zeeland","west","Stoppeldijk",1198,"zuidwest"
10101,"Geertruidenberg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Geertruidenberg","http://www.gemeentegeschiedenis.nl/amco/10101","779",2755668,"oudsher","heden","Noord-Brabant","zuid","Geertruidenberg",779,"zuidwest"
10102,"Ellemeet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ellemeet","http://www.gemeentegeschiedenis.nl/amco/10102","1054",0,"oudsher","1961","Zeeland","west","Ellemeet",1054,"zuidwest"
10103,"Oisterwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oisterwijk","http://www.gemeentegeschiedenis.nl/amco/10103","824",2749679,"oudsher","heden","Noord-Brabant","zuid","Oisterwijk",824,"zuidwest"
10104,"Nuth","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nuth","http://www.gemeentegeschiedenis.nl/amco/10104","951",2749752,"oudsher","heden","Limburg","zuid","Nuth",951,"zuidoost"
10105,"Wanneperveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wanneperveen","http://www.gemeentegeschiedenis.nl/amco/10105","187",0,"oudsher","1973","Overijssel","oost","Wanneperveen",187,"noordoost"
10106,"Sint Laurens","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Laurens","http://www.gemeentegeschiedenis.nl/amco/10106","1179",0,"oudsher","1966","Zeeland","west","Sint Laurens",1179,"zuidwest"
10107,"Etten [Ge]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Etten_Ge","http://www.gemeentegeschiedenis.nl/amco/10107",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10108,"Stormpolder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stormpolder","http://www.gemeentegeschiedenis.nl/amco/10108","1378",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10109,"Rengerskerke en Zuidland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rengerskerke_en_Zuidland","http://www.gemeentegeschiedenis.nl/amco/10109","",0,"oudsher","1813","Zeeland","west",NA,NA,NA
10110,"Oploo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oploo","http://www.gemeentegeschiedenis.nl/amco/10110","",0,"oudsher","1821","Noord-Brabant","zuid",NA,NA,NA
10111,"Drongelen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Drongelen","http://www.gemeentegeschiedenis.nl/amco/10111","1049",0,"1908","1923","Noord-Brabant","zuid","Drongelen,Haagoord,Gansoyen,Doevere",1263,"zuidwest"
10111,"Drongelen, Haagoort, Gansoijen en Doeveren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Drongelen__Haagoort__Gansoijen_en_Doeveren","http://www.gemeentegeschiedenis.nl/amco/10111","1263",0,"oudsher","1908","Noord-Brabant","zuid","Drongelen,Haagoord,Gansoyen,Doevere",1263,"zuidwest"
10112,"Sint Maartensregt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Maartensregt","http://www.gemeentegeschiedenis.nl/amco/10112","1373",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10113,"Sint Anthoniepolder","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Anthoniepolder","http://www.gemeentegeschiedenis.nl/amco/10113","1372",0,"1817","1832","Zuid-Holland","west",NA,NA,NA
10114,"Oudenrijn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oudenrijn","http://www.gemeentegeschiedenis.nl/amco/10114","1144",0,"1818","1954","Utrecht","west","Oudenrijn",1144,"zuidwest"
10115,"Hasselt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hasselt","http://www.gemeentegeschiedenis.nl/amco/10115","161",0,"oudsher","2001","Overijssel","oost","Hasselt",161,"noordoost"
10116,"De Werken en Sleeuwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Werken_en_Sleeuwijk","http://www.gemeentegeschiedenis.nl/amco/10116","1222",0,"oudsher","1950","Noord-Brabant","zuid","de Werken en Sleeuwijk",1222,"zuidwest"
10117,"'s-Heer Hendrikskinderen","http://www.gemeentegeschiedenis.nl/gemeentenaam/s-Heer_Hendrikskinderen","http://www.gemeentegeschiedenis.nl/amco/10117","1326",0,"oudsher","1857","Zeeland","west",NA,NA,NA
10118,"Nuland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nuland","http://www.gemeentegeschiedenis.nl/amco/10118","821",0,"oudsher","1993","Noord-Brabant","zuid","Nuland",821,"zuidoost"
10119,"Oerle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oerle","http://www.gemeentegeschiedenis.nl/amco/10119","1132",0,"oudsher","1921","Noord-Brabant","zuid","Oerle",1132,"zuidwest"
10120,"Moordrecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Moordrecht","http://www.gemeentegeschiedenis.nl/amco/10120","563",0,"oudsher","2010","Zuid-Holland","west","Moordrecht",563,"zuidwest"
10121,"Colijnsplaat","http://www.gemeentegeschiedenis.nl/gemeentenaam/Colijnsplaat","http://www.gemeentegeschiedenis.nl/amco/10121","1038",0,"oudsher","1941","Zeeland","west","Colijnsplaat",1038,"zuidwest"
10122,"Middelburg [Ze]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Middelburg_Ze","http://www.gemeentegeschiedenis.nl/amco/10122","687",2750894,"oudsher","heden","Zeeland","west","Middelburg (Z.)",687,"zuidwest"
10123,"Goidschalxoord","http://www.gemeentegeschiedenis.nl/gemeentenaam/Goidschalxoord","http://www.gemeentegeschiedenis.nl/amco/10123","1319",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10124,"Albrandswaard [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Albrandswaard_2","http://www.gemeentegeschiedenis.nl/amco/10124","613",6544242,"1985","heden","Zuid-Holland","west",NA,NA,NA
10124,"Albrandswaard [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Albrandswaard_1","http://www.gemeentegeschiedenis.nl/amco/10124","477",0,"1817","1842","Zuid-Holland","west",NA,NA,NA
10125,"Haaften","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haaften","http://www.gemeentegeschiedenis.nl/amco/10125","242",0,"1818","1978","Gelderland","oost","Haaften",242,"zuidwest"
10125,"Neerijnen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Neerijnen","http://www.gemeentegeschiedenis.nl/amco/10125","304",6544294,"1978","heden","Gelderland","oost","Haaften",242,"zuidwest"
10126,"Nieuwolda","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwolda","http://www.gemeentegeschiedenis.nl/amco/10126","32",0,"oudsher","1990","Groningen","noord","Nieuwolda",32,"noordoost"
10127,"Wessem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wessem","http://www.gemeentegeschiedenis.nl/amco/10127","989",0,"oudsher","1991","Limburg","zuid","Wessem",989,"zuidoost"
10128,"Sint Annaparochie","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Annaparochie","http://www.gemeentegeschiedenis.nl/amco/10128",NA,0,"oudsher","1816","Friesland","noord","het Bildt",63,"noordoost"
10128,"Het Bildt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Het_Bildt","http://www.gemeentegeschiedenis.nl/amco/10128","63",2754301,"1816","heden","Friesland","noord","het Bildt",63,"noordoost"
10129,"Ternaard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ternaard","http://www.gemeentegeschiedenis.nl/amco/10129",NA,0,"oudsher","1816","Friesland","noord","Westdongeradeel",97,"noordoost"
10129,"Westdongeradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westdongeradeel","http://www.gemeentegeschiedenis.nl/amco/10129","97",0,"1816","1984","Friesland","noord","Westdongeradeel",97,"noordoost"
10130,"Midden-Delfland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Midden-Delfland","http://www.gemeentegeschiedenis.nl/amco/10130","1842",6544262,"2004","heden","Zuid-Holland","west","Schipluiden",607,"zuidwest"
10130,"Schipluiden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schipluiden","http://www.gemeentegeschiedenis.nl/amco/10130","607",0,"oudsher","2004","Zuid-Holland","west","Schipluiden",607,"zuidwest"
10131,"Wijlre","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wijlre","http://www.gemeentegeschiedenis.nl/amco/10131","991",0,"oudsher","1982","Limburg","zuid","Wijlre",991,"zuidoost"
10132,"Schinnen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schinnen","http://www.gemeentegeschiedenis.nl/amco/10132","962",2747552,"oudsher","heden","Limburg","zuid","Schinnen",962,"zuidoost"
10133,"Oterleek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oterleek","http://www.gemeentegeschiedenis.nl/amco/10133","434",0,"1817","1970","Noord-Holland","west","Oterleek",434,"noordwest"
10134,"Oud-Vossemeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-Vossemeer","http://www.gemeentegeschiedenis.nl/amco/10134","696",0,"oudsher","1971","Zeeland","west","Oud-Vossemeer",696,"zuidwest"
10135,"Poederoijen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Poederoijen","http://www.gemeentegeschiedenis.nl/amco/10135","1155",0,"oudsher","1955","Gelderland","oost","Poederoijen",1155,"zuidwest"
10136,"Ezinge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ezinge","http://www.gemeentegeschiedenis.nl/amco/10136","12",0,"oudsher","1990","Groningen","noord","Ezinge",12,"noordoost"
10137,"Sint Pieter","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sint_Pieter","http://www.gemeentegeschiedenis.nl/amco/10137","1180",0,"oudsher","1920","Limburg","zuid","Sint Pieter",1180,"zuidoost"
10138,"Herten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herten","http://www.gemeentegeschiedenis.nl/amco/10138","919",0,"oudsher","1991","Limburg","zuid","Herten",919,"zuidoost"
10139,"Berkel en Rodenrijs","http://www.gemeentegeschiedenis.nl/gemeentenaam/Berkel_en_Rodenrijs","http://www.gemeentegeschiedenis.nl/amco/10139","493",0,"oudsher","2007","Zuid-Holland","west","Berkel en Rodenrijs",493,"zuidwest"
10139,"Lansingerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lansingerland","http://www.gemeentegeschiedenis.nl/amco/10139","1621",6544291,"2007","heden","Zuid-Holland","west","Berkel en Rodenrijs",493,"zuidwest"
10140,"Akkrum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Akkrum","http://www.gemeentegeschiedenis.nl/amco/10140",NA,0,"oudsher","1816","Friesland","noord","Utingeradeel",95,"noordoost"
10140,"Utingeradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Utingeradeel","http://www.gemeentegeschiedenis.nl/amco/10140","95",0,"1816","1984","Friesland","noord","Utingeradeel",95,"noordoost"
10141,"Achthoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Achthoven","http://www.gemeentegeschiedenis.nl/amco/10141","1302",0,"1818","1857","Utrecht","west",NA,NA,NA
10142,"Lemmer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lemmer","http://www.gemeentegeschiedenis.nl/amco/10142",NA,0,"oudsher","1816","Friesland","noord","Lemsterland",82,"noordoost"
10142,"Lemsterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lemsterland","http://www.gemeentegeschiedenis.nl/amco/10142","82",2751721,"1816","heden","Friesland","noord","Lemsterland",82,"noordoost"
10143,"Lent","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lent","http://www.gemeentegeschiedenis.nl/amco/10143",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
10145,"Westbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Westbroek","http://www.gemeentegeschiedenis.nl/amco/10145","1224",0,"oudsher","1957","Utrecht","west","Westbroek",1224,"zuidwest"
10146,"Ubach over Worms","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ubach_over_Worms","http://www.gemeentegeschiedenis.nl/amco/10146","978",0,"oudsher","1982","Limburg","zuid","Ubach over Worms",978,"zuidoost"
10147,"Hoofdplaat","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoofdplaat","http://www.gemeentegeschiedenis.nl/amco/10147","676",0,"oudsher","1970","Zeeland","west","Hoofdplaat",676,"zuidwest"
10148,"Sloten [NH]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sloten_NH","http://www.gemeentegeschiedenis.nl/amco/10148","1181",0,"oudsher","1921","Noord-Holland","west","Sloten (NH.)",1181,"noordwest"
10149,"Heesch","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heesch","http://www.gemeentegeschiedenis.nl/amco/10149","791",0,"oudsher","1995","Noord-Brabant","zuid","Heesch",791,"zuidoost"
10149,"Bernheze","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bernheze","http://www.gemeentegeschiedenis.nl/amco/10149","1721",6544268,"1995","heden","Noord-Brabant","zuid","Heesch",791,"zuidoost"
10150,"Kleine Lindt","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kleine_Lindt","http://www.gemeentegeschiedenis.nl/amco/10150","1338",0,"1817","1857","Zuid-Holland","west",NA,NA,NA
10151,"Ammerzoden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ammerzoden","http://www.gemeentegeschiedenis.nl/amco/10151","198",0,"oudsher","1999","Gelderland","oost","Ammerzoden",198,"zuidwest"
10152,"IJsselstein","http://www.gemeentegeschiedenis.nl/gemeentenaam/IJsselstein","http://www.gemeentegeschiedenis.nl/amco/10152","353",2753354,"oudsher","heden","Utrecht","west","IJsselstein",353,"zuidwest"
10153,"Didam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Didam","http://www.gemeentegeschiedenis.nl/amco/10153","218",0,"oudsher","2005","Gelderland","oost","Didam",218,"zuidoost"
10154,"Breda","http://www.gemeentegeschiedenis.nl/gemeentenaam/Breda","http://www.gemeentegeschiedenis.nl/amco/10154","758",2758400,"oudsher","heden","Noord-Brabant","zuid","Breda",758,"zuidwest"
10155,"Kloetinge","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kloetinge","http://www.gemeentegeschiedenis.nl/amco/10155","680",0,"oudsher","1970","Zeeland","west","Kloetinge",680,"zuidwest"
10156,"Barradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Barradeel","http://www.gemeentegeschiedenis.nl/amco/10156","62",0,"1816","1984","Friesland","noord","Barradeel",62,"noordoost"
10156,"Sexbierum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sexbierum","http://www.gemeentegeschiedenis.nl/amco/10156",NA,0,"oudsher","1816","Friesland","noord","Barradeel",62,"noordoost"
10157,"Tjalleberd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tjalleberd","http://www.gemeentegeschiedenis.nl/amco/10157",NA,0,"oudsher","1816","Friesland","noord","Aengwirden",1006,"noordoost"
10157,"Ængwirden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aengwirden","http://www.gemeentegeschiedenis.nl/amco/10157","1006",0,"1816","1934","Friesland","noord","Aengwirden",1006,"noordoost"
10158,"Anjum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Anjum","http://www.gemeentegeschiedenis.nl/amco/10158",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
10159,"Zuid-Scharwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuid-Scharwoude","http://www.gemeentegeschiedenis.nl/amco/10159","1238",0,"1817","1941","Noord-Holland","west","Zuid-Scharwoude",1238,"noordwest"
10159,"Scharwoude [Langendijk]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Scharwoude_Langendijk","http://www.gemeentegeschiedenis.nl/amco/10159",NA,0,"oudsher","1817","Noord-Holland","west","Zuid-Scharwoude",1238,"noordwest"
10160,"Nigtevecht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nigtevecht","http://www.gemeentegeschiedenis.nl/amco/10160","337",0,"1818","1989","Utrecht","west","Nigtevecht",337,"zuidwest"
10161,"Elten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Elten","http://www.gemeentegeschiedenis.nl/amco/10161","1055",0,"1949","1963","Gelderland","oost",NA,NA,NA
10162,"Reusel-De Mierden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel-De_Mierden","http://www.gemeentegeschiedenis.nl/amco/10162","1667",6544280,"1997","heden","Noord-Brabant","zuid","Reusel",836,"zuidwest"
10162,"Reusel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Reusel","http://www.gemeentegeschiedenis.nl/amco/10162","836",0,"oudsher","1997","Noord-Brabant","zuid","Reusel",836,"zuidwest"
10163,"Hoog en Woud Harnasch","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hoog_en_Woud_Harnasch","http://www.gemeentegeschiedenis.nl/amco/10163","1330",0,"1817","1833","Zuid-Holland","west",NA,NA,NA
10164,"Wassenaar","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wassenaar","http://www.gemeentegeschiedenis.nl/amco/10164","629",2744989,"oudsher","heden","Zuid-Holland","west","Wassenaar",629,"zuidwest"
10165,"Grave","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grave","http://www.gemeentegeschiedenis.nl/amco/10165","786",2755357,"oudsher","heden","Noord-Brabant","zuid","Grave",786,"zuidoost"
10166,"Molenaarsgraaf","http://www.gemeentegeschiedenis.nl/gemeentenaam/Molenaarsgraaf","http://www.gemeentegeschiedenis.nl/amco/10166","561",0,"oudsher","1986","Zuid-Holland","west","Molenaarsgraaf",561,"zuidwest"
10167,"Hardinxveld-Giessendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardinxveld-Giessendam","http://www.gemeentegeschiedenis.nl/amco/10167","523",2754843,"1957","heden","Zuid-Holland","west","Hardinxveld",1070,"zuidwest"
10167,"Hardinxveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardinxveld","http://www.gemeentegeschiedenis.nl/amco/10167","1070",0,"oudsher","1957","Zuid-Holland","west","Hardinxveld",1070,"zuidwest"
10168,"De Bilt","http://www.gemeentegeschiedenis.nl/gemeentenaam/De_Bilt","http://www.gemeentegeschiedenis.nl/amco/10168","310",2757782,"oudsher","heden","Utrecht","west","De Bilt",310,"zuidwest"
10169,"Brandwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Brandwijk","http://www.gemeentegeschiedenis.nl/amco/10169","500",0,"1817","1986","Zuid-Holland","west","Brandwijk",500,"zuidwest"
10170,"Velp [NB]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Velp_NB","http://www.gemeentegeschiedenis.nl/amco/10170","1208",0,"oudsher","1942","Noord-Brabant","zuid","Velp",1208,"zuidoost"
10171,"Maarssenbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maarssenbroek","http://www.gemeentegeschiedenis.nl/amco/10171","1342",0,"1818","1857","Utrecht","west",NA,NA,NA
10172,"Stratum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stratum","http://www.gemeentegeschiedenis.nl/amco/10172","1199",0,"oudsher","1920","Noord-Brabant","zuid","Stratum",1199,"zuidoost"
10173,"Laarbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Laarbeek","http://www.gemeentegeschiedenis.nl/amco/10173","1659",6544266,"1997","heden","Noord-Brabant","zuid","Beek en Donk",746,"zuidoost"
10173,"Beek en Donk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Beek_en_Donk","http://www.gemeentegeschiedenis.nl/amco/10173","746",0,"oudsher","1997","Noord-Brabant","zuid","Beek en Donk",746,"zuidoost"
10174,"Hardenberg [1]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardenberg_1","http://www.gemeentegeschiedenis.nl/amco/10174",NA,0,"oudsher","1818","Overijssel","oost","Ambt-Hardenberg",1011,"noordoost"
10174,"Hardenberg [2]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hardenberg_2","http://www.gemeentegeschiedenis.nl/amco/10174","160",2754858,"1941","heden","Overijssel","oost","Ambt-Hardenberg",1011,"noordoost"
10174,"Ambt Hardenberg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ambt_Hardenberg","http://www.gemeentegeschiedenis.nl/amco/10174","1011",0,"1818","1941","Overijssel","oost","Ambt-Hardenberg",1011,"noordoost"
10175,"Tempel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tempel","http://www.gemeentegeschiedenis.nl/amco/10175","1383",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
10176,"Grubbenvorst","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grubbenvorst","http://www.gemeentegeschiedenis.nl/amco/10176","912",0,"oudsher","2001","Limburg","zuid","Grubbenvorst",912,"zuidoost"
10177,"Nieuwendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwendam","http://www.gemeentegeschiedenis.nl/amco/10177","1120",0,"oudsher","1921","Noord-Holland","west","Nieuwendam",1120,"noordwest"
10178,"Domburg-Buiten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Domburg-Buiten","http://www.gemeentegeschiedenis.nl/amco/10178","",0,"oudsher","1816","Zeeland","west",NA,NA,NA
10179,"Piershil","http://www.gemeentegeschiedenis.nl/gemeentenaam/Piershil","http://www.gemeentegeschiedenis.nl/amco/10179","591",0,"1817","1984","Zuid-Holland","west","Piershil",591,"zuidwest"
