"amco","naam","uri_naam","uri_amco","cbs_code","geonames","startjaar","eindjaar","provincie","regio","gm_naam","cbscode","regio2"
11218,"Kattendijke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kattendijke","http://www.gemeentegeschiedenis.nl/amco/11218","679",0,"oudsher","1970","Zeeland","west","Kattendijke",679,"zuidwest"
11219,"Lith","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lith","http://www.gemeentegeschiedenis.nl/amco/11219","808",0,"oudsher","2011","Noord-Brabant","zuid","Lith",808,"zuidwest"
11220,"Ulestraten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ulestraten","http://www.gemeentegeschiedenis.nl/amco/11220","979",0,"oudsher","1982","Limburg","zuid","Ulestraten",979,"zuidoost"
11221,"Mariekerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Mariekerke","http://www.gemeentegeschiedenis.nl/amco/11221","686",0,"1966","1997","Zeeland","west","Meliskerke",1112,"zuidwest"
11221,"Meliskerke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Meliskerke","http://www.gemeentegeschiedenis.nl/amco/11221","1112",0,"oudsher","1966","Zeeland","west","Meliskerke",1112,"zuidwest"
11222,"Venray","http://www.gemeentegeschiedenis.nl/gemeentenaam/Venray","http://www.gemeentegeschiedenis.nl/amco/11222","984",2745633,"oudsher","heden","Limburg","zuid","Venray",984,"zuidoost"
11223,"Kapelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Kapelle","http://www.gemeentegeschiedenis.nl/amco/11223","678",2753069,"oudsher","heden","Zeeland","west","Kapelle",678,"zuidwest"
11224,"Vught","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vught","http://www.gemeentegeschiedenis.nl/amco/11224","865",2745153,"oudsher","heden","Noord-Brabant","zuid","Vught",865,"zuidwest"
11225,"Landsmeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Landsmeer","http://www.gemeentegeschiedenis.nl/amco/11225","415",2751979,"oudsher","heden","Noord-Holland","west","Landsmeer",415,"noordwest"
11226,"Franeker","http://www.gemeentegeschiedenis.nl/gemeentenaam/Franeker","http://www.gemeentegeschiedenis.nl/amco/11226","69",0,"oudsher","1984","Friesland","noord","Franeker",69,"noordoost"
11227,"Boxmeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Boxmeer","http://www.gemeentegeschiedenis.nl/amco/11227","756",2758461,"oudsher","heden","Noord-Brabant","zuid","Boxmeer",756,"zuidoost"
11228,"Leeuwarden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Leeuwarden","http://www.gemeentegeschiedenis.nl/amco/11228","80",2751791,"oudsher","heden","Friesland","noord","Leeuwarden",80,"noordoost"
11229,"Heeswijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heeswijk","http://www.gemeentegeschiedenis.nl/amco/11229","1072",0,"oudsher","1969","Noord-Brabant","zuid","Heeswijk",1072,"zuidoost"
11230,"Sittard-Geleen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sittard-Geleen","http://www.gemeentegeschiedenis.nl/amco/11230","1883",6544255,"2001","heden","Limburg","zuid","Sittard",968,"zuidoost"
11230,"Sittard","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sittard","http://www.gemeentegeschiedenis.nl/amco/11230","968",0,"oudsher","2001","Limburg","zuid","Sittard",968,"zuidoost"
11231,"Zouteveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zouteveen","http://www.gemeentegeschiedenis.nl/amco/11231","1400",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
11232,"Dreumel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dreumel","http://www.gemeentegeschiedenis.nl/amco/11232","224",0,"oudsher","1984","Gelderland","oost","Dreumel",224,"zuidoost"
11233,"Sprang-Capelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sprang-Capelle","http://www.gemeentegeschiedenis.nl/amco/11233","849",0,"1923","1997","Noord-Brabant","zuid","Capelle",1036,"zuidwest"
11233,"Capelle","http://www.gemeentegeschiedenis.nl/gemeentenaam/Capelle","http://www.gemeentegeschiedenis.nl/amco/11233","1036",0,"oudsher","1923","Noord-Brabant","zuid","Capelle",1036,"zuidwest"
11234,"Holysloot","http://www.gemeentegeschiedenis.nl/gemeentenaam/Holysloot","http://www.gemeentegeschiedenis.nl/amco/11234",NA,0,"1817","1818","Noord-Holland","west",NA,NA,NA
11235,"Hummelo en Keppel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hummelo_en_Keppel","http://www.gemeentegeschiedenis.nl/amco/11235","256",0,"1818","2005","Gelderland","oost","Hummelo en Keppel",256,"zuidoost"
11235,"Hummelo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hummelo","http://www.gemeentegeschiedenis.nl/amco/11235",NA,0,"oudsher","1818","Gelderland","oost","Hummelo en Keppel",256,"zuidoost"
11236,"Hillegom","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hillegom","http://www.gemeentegeschiedenis.nl/amco/11236","534",2754072,"oudsher","heden","Zuid-Holland","west","Hillegom",534,"noordwest"
11237,"Duiveland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Duiveland","http://www.gemeentegeschiedenis.nl/amco/11237","662",0,"1961","1997","Zeeland","west","Oosterland",1136,"zuidwest"
11237,"Oosterland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterland","http://www.gemeentegeschiedenis.nl/amco/11237","1136",0,"oudsher","1961","Zeeland","west","Oosterland",1136,"zuidwest"
11238,"Uitgeest","http://www.gemeentegeschiedenis.nl/gemeentenaam/Uitgeest","http://www.gemeentegeschiedenis.nl/amco/11238","450",2745977,"oudsher","heden","Noord-Holland","west","Uitgeest",450,"noordwest"
11239,"Stad aan 't Haringvliet","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stad_aan_t_Haringvliet","http://www.gemeentegeschiedenis.nl/amco/11239","1188",0,"1817","1966","Zuid-Holland","west","Stad aan 't Haringvliet",1188,"zuidwest"
11240,"Tongelre","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tongelre","http://www.gemeentegeschiedenis.nl/amco/11240","1203",0,"oudsher","1920","Noord-Brabant","zuid","Tongelre",1203,"zuidoost"
11241,"Tytsjerksteradiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tytsjerksteradiel","http://www.gemeentegeschiedenis.nl/amco/11241","737",6544304,"1989","heden","Friesland","noord","Tietjerksteradeel",94,"noordoost"
11241,"Bergum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergum","http://www.gemeentegeschiedenis.nl/amco/11241",NA,0,"oudsher","1816","Friesland","noord","Tietjerksteradeel",94,"noordoost"
11241,"Tietjerksteradeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Tietjerksteradeel","http://www.gemeentegeschiedenis.nl/amco/11241","94",0,"1816","1989","Friesland","noord","Tietjerksteradeel",94,"noordoost"
11242,"Aarlanderveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aarlanderveen","http://www.gemeentegeschiedenis.nl/amco/11242","1002",0,"oudsher","1918","Zuid-Holland","west","Aarlanderveen",1002,"zuidwest"
11243,"Eijsden-Margraten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Eijsden-Margraten","http://www.gemeentegeschiedenis.nl/amco/11243","1903",8260046,"2011","heden","Limburg","zuid","Margraten",936,"zuidoost"
11243,"Margraten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Margraten","http://www.gemeentegeschiedenis.nl/amco/11243","936",0,"oudsher","2011","Limburg","zuid","Margraten",936,"zuidoost"
11244,"Papekop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Papekop","http://www.gemeentegeschiedenis.nl/amco/11244","1151",0,"1818","1964","Zuid-Holland","west","Papekop",1151,"zuidwest"
11245,"Pernis","http://www.gemeentegeschiedenis.nl/gemeentenaam/Pernis","http://www.gemeentegeschiedenis.nl/amco/11245","1152",0,"oudsher","1934","Zuid-Holland","west","Pernis",1152,"zuidwest"
11246,"Holten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Holten","http://www.gemeentegeschiedenis.nl/amco/11246","165",0,"oudsher","2001","Overijssel","oost","Holten",165,"noordoost"
11247,"Yerseke","http://www.gemeentegeschiedenis.nl/gemeentenaam/Yerseke","http://www.gemeentegeschiedenis.nl/amco/11247","729",0,"oudsher","1970","Zeeland","west","Yerseke",729,"zuidwest"
11248,"Capelle aan den IJssel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Capelle_aan_den_IJssel","http://www.gemeentegeschiedenis.nl/amco/11248","502",2758011,"oudsher","heden","Zuid-Holland","west","Capelle aan den IJssel",502,"zuidwest"
11249,"Vlagtwedde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlagtwedde","http://www.gemeentegeschiedenis.nl/amco/11249","48",2745460,"oudsher","heden","Groningen","noord","Vlagtwedde",48,"noordoost"
11250,"Stolwijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stolwijk","http://www.gemeentegeschiedenis.nl/amco/11250","615",0,"oudsher","1985","Zuid-Holland","west","Stolwijk",615,"zuidwest"
11251,"Jorwerd","http://www.gemeentegeschiedenis.nl/gemeentenaam/Jorwerd","http://www.gemeentegeschiedenis.nl/amco/11251",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11252,"Houtrijk en Polanen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Houtrijk_en_Polanen","http://www.gemeentegeschiedenis.nl/amco/11252","1087",0,"1817","1863","Noord-Holland","west",NA,NA,NA
11254,"Scharwoude [bij Hoorn]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Scharwoude_bij_Hoorn","http://www.gemeentegeschiedenis.nl/amco/11254","1367",0,"1817","1854","Noord-Holland","west",NA,NA,NA
11255,"Baexem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Baexem","http://www.gemeentegeschiedenis.nl/amco/11255","886",0,"oudsher","1991","Limburg","zuid","Baexem",886,"zuidoost"
11256,"Serooskerke [Walcheren]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Serooskerke_Walcheren","http://www.gemeentegeschiedenis.nl/amco/11256","1176",0,"oudsher","1967","Zeeland","west","Serooskerke (Walcheren)",1176,"zuidwest"
11257,"Rijnwoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijnwoude","http://www.gemeentegeschiedenis.nl/amco/11257","1672",6544273,"1993","heden","Zuid-Holland","west","Hazerswoude",524,"zuidwest"
11257,"Rijneveld","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rijneveld","http://www.gemeentegeschiedenis.nl/amco/11257","646",0,"1991","1993","Zuid-Holland","west","Hazerswoude",524,"zuidwest"
11257,"Hazerswoude","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hazerswoude","http://www.gemeentegeschiedenis.nl/amco/11257","524",0,"oudsher","1991","Zuid-Holland","west","Hazerswoude",524,"zuidwest"
11258,"Gouderak","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gouderak","http://www.gemeentegeschiedenis.nl/amco/11258","514",0,"oudsher","1985","Zuid-Holland","west","Gouderak",514,"zuidwest"
11259,"Loon op Zand","http://www.gemeentegeschiedenis.nl/gemeentenaam/Loon_op_Zand","http://www.gemeentegeschiedenis.nl/amco/11259","809",2751455,"oudsher","heden","Noord-Brabant","zuid","Loon op Zand",809,"zuidwest"
11260,"Schiedam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schiedam","http://www.gemeentegeschiedenis.nl/amco/11260","606",2747595,"oudsher","heden","Zuid-Holland","west","Schiedam",606,"zuidwest"
11261,"Maasniel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Maasniel","http://www.gemeentegeschiedenis.nl/amco/11261","1110",0,"oudsher","1959","Limburg","zuid","Maasniel",1110,"zuidoost"
11262,"Herpen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herpen","http://www.gemeentegeschiedenis.nl/amco/11262","1079",0,"oudsher","1941","Noord-Brabant","zuid","Herpen",1079,"zuidoost"
11263,"Lochem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lochem","http://www.gemeentegeschiedenis.nl/amco/11263","262",2751536,"oudsher","heden","Gelderland","oost","Lochem",262,"zuidoost"
11264,"Aalsmeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Aalsmeer","http://www.gemeentegeschiedenis.nl/amco/11264","358",2760133,"oudsher","heden","Noord-Holland","west","Aalsmeer",358,"noordwest"
11265,"Puiflijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Puiflijk","http://www.gemeentegeschiedenis.nl/amco/11265",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
11266,"Herwijnen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Herwijnen","http://www.gemeentegeschiedenis.nl/amco/11266","250",0,"oudsher","1986","Gelderland","oost","Herwijnen",250,"zuidwest"
11267,"Benthorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Benthorn","http://www.gemeentegeschiedenis.nl/amco/11267","1305",0,"1817","1846","Zuid-Holland","west",NA,NA,NA
11268,"Udenhout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Udenhout","http://www.gemeentegeschiedenis.nl/amco/11268","857",0,"oudsher","1997","Noord-Brabant","zuid","Udenhout",857,"zuidwest"
11269,"Gestel en Blaarthem","http://www.gemeentegeschiedenis.nl/gemeentenaam/Gestel_en_Blaarthem","http://www.gemeentegeschiedenis.nl/amco/11269","1061",0,"oudsher","1920","Noord-Brabant","zuid","Gestel en Blaarthem",1061,"zuidoost"
11270,"Wervershoof","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wervershoof","http://www.gemeentegeschiedenis.nl/amco/11270","459",0,"1817","2011","Noord-Holland","west","Wervershoof",459,"noordwest"
11271,"Grosthuizen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Grosthuizen","http://www.gemeentegeschiedenis.nl/amco/11271","1324",0,"1817","1854","Noord-Holland","west",NA,NA,NA
11272,"Bijlmermeer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bijlmermeer","http://www.gemeentegeschiedenis.nl/amco/11272","1309",0,"1817","1848","Noord-Holland","west",NA,NA,NA
11273,"Nieuweveen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuweveen","http://www.gemeentegeschiedenis.nl/amco/11273","1349",0,"1817","1833","Zuid-Holland","west",NA,NA,NA
11274,"Slenaken","http://www.gemeentegeschiedenis.nl/gemeentenaam/Slenaken","http://www.gemeentegeschiedenis.nl/amco/11274","969",0,"oudsher","1982","Limburg","zuid","Slenaken",969,"zuidoost"
11275,"Cabauw","http://www.gemeentegeschiedenis.nl/gemeentenaam/Cabauw","http://www.gemeentegeschiedenis.nl/amco/11275","1310",0,"1817","1857","Utrecht","west",NA,NA,NA
11277,"Wieringen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wieringen","http://www.gemeentegeschiedenis.nl/amco/11277","462",0,"oudsher","heden","Noord-Holland","west","Wieringen",462,"noordwest"
11278,"Nieuwkuyk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nieuwkuyk","http://www.gemeentegeschiedenis.nl/amco/11278","1123",0,"oudsher","1935","Noord-Brabant","zuid","Nieuwkuijk",1123,"zuidwest"
11279,"Lierop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Lierop","http://www.gemeentegeschiedenis.nl/amco/11279","1102",0,"oudsher","1935","Noord-Brabant","zuid","Lierop",1102,"zuidoost"
11280,"Oosterhout","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterhout","http://www.gemeentegeschiedenis.nl/amco/11280","826",2749447,"oudsher","heden","Noord-Brabant","zuid","Oosterhout",826,"zuidwest"
11281,"Bergen [Li]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bergen_Li","http://www.gemeentegeschiedenis.nl/amco/11281","893",2759152,"oudsher","heden","Limburg","zuid","Bergen (L.)",893,"zuidoost"
11282,"Oosterbroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oosterbroek","http://www.gemeentegeschiedenis.nl/amco/11282","33",0,"1965","1991","Groningen","noord","Zuidbroek (Gr.)",1240,"noordoost"
11282,"Menterwolde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Menterwolde","http://www.gemeentegeschiedenis.nl/amco/11282","1987",6544231,"1991","heden","Groningen","noord","Zuidbroek (Gr.)",1240,"noordoost"
11282,"Zuidbroek [Gr]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuidbroek_Gr","http://www.gemeentegeschiedenis.nl/amco/11282","1240",0,"oudsher","1965","Groningen","noord","Zuidbroek (Gr.)",1240,"noordoost"
11283,"Haps","http://www.gemeentegeschiedenis.nl/gemeentenaam/Haps","http://www.gemeentegeschiedenis.nl/amco/11283","790",0,"oudsher","1994","Noord-Brabant","zuid","Haps",790,"zuidoost"
11284,"Ferwerderadiel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadiel","http://www.gemeentegeschiedenis.nl/amco/11284","1722",2755918,"1999","heden","Friesland","noord","Ferwerderadeel",68,"noordoost"
11284,"Hallum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hallum","http://www.gemeentegeschiedenis.nl/amco/11284",NA,0,"oudsher","1816","Friesland","noord","Ferwerderadeel",68,"noordoost"
11284,"Ferwerderadeel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ferwerderadeel","http://www.gemeentegeschiedenis.nl/amco/11284","68",0,"1816","1999","Friesland","noord","Ferwerderadeel",68,"noordoost"
11285,"Hilversum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hilversum","http://www.gemeentegeschiedenis.nl/amco/11285","402",2754063,"oudsher","heden","Noord-Holland","west","Hilversum",402,"zuidwest"
11286,"Buren","http://www.gemeentegeschiedenis.nl/gemeentenaam/Buren","http://www.gemeentegeschiedenis.nl/amco/11286","214",2758095,"oudsher","heden","Gelderland","oost","Buren",214,"zuidwest"
11287,"Castricum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Castricum","http://www.gemeentegeschiedenis.nl/amco/11287","383",2757990,"oudsher","heden","Noord-Holland","west","Castricum",383,"noordwest"
11288,"Heemstede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heemstede","http://www.gemeentegeschiedenis.nl/amco/11288","397",2754691,"oudsher","heden","Noord-Holland","west","Heemstede",397,"noordwest"
11289,"Axel","http://www.gemeentegeschiedenis.nl/gemeentenaam/Axel","http://www.gemeentegeschiedenis.nl/amco/11289","650",0,"oudsher","2003","Zeeland","west","Axel",650,"zuidwest"
11290,"Wommels","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wommels","http://www.gemeentegeschiedenis.nl/amco/11290",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11291,"Bruinisse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bruinisse","http://www.gemeentegeschiedenis.nl/amco/11291","657",0,"oudsher","1997","Zeeland","west","Bruinisse",657,"zuidwest"
11292,"Veendam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Veendam","http://www.gemeentegeschiedenis.nl/amco/11292","47",2745782,"oudsher","heden","Groningen","noord","Veendam",47,"noordoost"
11293,"Vlijmen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlijmen","http://www.gemeentegeschiedenis.nl/amco/11293","864",0,"1821","1997","Noord-Brabant","zuid","Vlijmen",864,"zuidwest"
11293,"Vlijmen en Engelen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Vlijmen_en_Engelen","http://www.gemeentegeschiedenis.nl/amco/11293","",0,"oudsher","1821","Noord-Brabant","zuid","Vlijmen",864,"zuidwest"
11294,"Bierum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bierum","http://www.gemeentegeschiedenis.nl/amco/11294","8",0,"oudsher","1990","Groningen","noord","Bierum",8,"noordoost"
11295,"Bredevoort","http://www.gemeentegeschiedenis.nl/gemeentenaam/Bredevoort","http://www.gemeentegeschiedenis.nl/amco/11295",NA,0,"oudsher","1818","Gelderland","oost",NA,NA,NA
11296,"Appeltern","http://www.gemeentegeschiedenis.nl/gemeentenaam/Appeltern","http://www.gemeentegeschiedenis.nl/amco/11296","201",0,"oudsher","1984","Gelderland","oost","Appeltern",201,"zuidoost"
11297,"Hilvarenbeek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hilvarenbeek","http://www.gemeentegeschiedenis.nl/amco/11297","798",2754065,"oudsher","heden","Noord-Brabant","zuid","Hilvarenbeek",798,"zuidwest"
11298,"Eindhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Eindhoven","http://www.gemeentegeschiedenis.nl/amco/11298","772",2756252,"oudsher","heden","Noord-Brabant","zuid","Eindhoven",772,"zuidoost"
11299,"Werkhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Werkhoven","http://www.gemeentegeschiedenis.nl/amco/11299","1223",0,"oudsher","1964","Utrecht","west","Werkhoven",1223,"zuidwest"
11300,"Ellewoutsdijk","http://www.gemeentegeschiedenis.nl/gemeentenaam/Ellewoutsdijk","http://www.gemeentegeschiedenis.nl/amco/11300","663",0,"oudsher","1970","Zeeland","west","Ellewoutsdijk",663,"zuidwest"
11301,"Oud-Beijerland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-Beijerland","http://www.gemeentegeschiedenis.nl/amco/11301","584",2749181,"oudsher","heden","Zuid-Holland","west","Oud-Beijerland",584,"zuidwest"
11302,"Oud- en Nieuw-Mathenesse","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oud-_en_Nieuw-Mathenesse","http://www.gemeentegeschiedenis.nl/amco/11302","1139",0,"1817","1868","Zuid-Holland","west",NA,NA,NA
11303,"Oostzaan","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oostzaan","http://www.gemeentegeschiedenis.nl/amco/11303","431",2749319,"oudsher","heden","Noord-Holland","west","Oostzaan",431,"noordwest"
11304,"Doorwerth","http://www.gemeentegeschiedenis.nl/gemeentenaam/Doorwerth","http://www.gemeentegeschiedenis.nl/amco/11304","1046",0,"1818","1923","Gelderland","oost","Doorwerth",1046,"zuidoost"
11305,"Linden","http://www.gemeentegeschiedenis.nl/gemeentenaam/Linden","http://www.gemeentegeschiedenis.nl/amco/11305","1103",0,"oudsher","1942","Noord-Brabant","zuid","Linden",1103,"zuidoost"
11306,"Schiebroek","http://www.gemeentegeschiedenis.nl/gemeentenaam/Schiebroek","http://www.gemeentegeschiedenis.nl/amco/11306","1170",0,"1817","1941","Zuid-Holland","west","Schiebroek",1170,"zuidwest"
11307,"Borculo","http://www.gemeentegeschiedenis.nl/gemeentenaam/Borculo","http://www.gemeentegeschiedenis.nl/amco/11307","211",0,"oudsher","2005","Gelderland","oost","Borculo",211,"zuidoost"
11308,"Heukelum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heukelum","http://www.gemeentegeschiedenis.nl/amco/11308","533",0,"oudsher","1986","Zuid-Holland","west","Heukelum",533,"zuidwest"
11309,"Heille","http://www.gemeentegeschiedenis.nl/gemeentenaam/Heille","http://www.gemeentegeschiedenis.nl/amco/11309","1073",0,"oudsher","1880","Zeeland","west","Heille",1073,"zuidwest"
11310,"Oukoop","http://www.gemeentegeschiedenis.nl/gemeentenaam/Oukoop","http://www.gemeentegeschiedenis.nl/amco/11310","1358",0,"1818","1857","Zuid-Holland","west",NA,NA,NA
11311,"Zuid- en Noord-Schermer","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zuid-_en_Noord-Schermer","http://www.gemeentegeschiedenis.nl/amco/11311","474",0,"oudsher","1970","Noord-Holland","west","Zuid- en Noord-Schermer",474,"noordwest"
11312,"Groede","http://www.gemeentegeschiedenis.nl/gemeentenaam/Groede","http://www.gemeentegeschiedenis.nl/amco/11312","667",0,"oudsher","1970","Zeeland","west","Groede",667,"zuidwest"
11313,"Roermond","http://www.gemeentegeschiedenis.nl/gemeentenaam/Roermond","http://www.gemeentegeschiedenis.nl/amco/11313","957",2747999,"oudsher","heden","Limburg","zuid","Roermond",957,"zuidoost"
11314,"Rozenburg","http://www.gemeentegeschiedenis.nl/gemeentenaam/Rozenburg","http://www.gemeentegeschiedenis.nl/amco/11314","600",0,"oudsher","2010","Zuid-Holland","west","Rozenburg",600,"zuidwest"
11315,"Dronrijp","http://www.gemeentegeschiedenis.nl/gemeentenaam/Dronrijp","http://www.gemeentegeschiedenis.nl/amco/11315",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11316,"Cothen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Cothen","http://www.gemeentegeschiedenis.nl/amco/11316","314",0,"oudsher","1996","Utrecht","west","Cothen",314,"zuidwest"
11317,"Zevenhoven","http://www.gemeentegeschiedenis.nl/gemeentenaam/Zevenhoven","http://www.gemeentegeschiedenis.nl/amco/11317","635",0,"oudsher","1991","Zuid-Holland","west","Zevenhoven",635,"zuidwest"
11318,"Hooge en Lage Zwaluwe","http://www.gemeentegeschiedenis.nl/gemeentenaam/Hooge_en_Lage_Zwaluwe","http://www.gemeentegeschiedenis.nl/amco/11318","802",0,"oudsher","1997","Noord-Brabant","zuid","Hooge en Lage Zwaluwe",802,"zuidwest"
11319,"Stein [Li]","http://www.gemeentegeschiedenis.nl/gemeentenaam/Stein_Li","http://www.gemeentegeschiedenis.nl/amco/11319","971",2746746,"oudsher","heden","Limburg","zuid","Stein (L.)",971,"zuidoost"
11320,"Odoorn","http://www.gemeentegeschiedenis.nl/gemeentenaam/Odoorn","http://www.gemeentegeschiedenis.nl/amco/11320","122",0,"oudsher","1998","Drenthe","noord","Odoorn",122,"noordoost"
11321,"Nijland","http://www.gemeentegeschiedenis.nl/gemeentenaam/Nijland","http://www.gemeentegeschiedenis.nl/amco/11321",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11322,"Noordwolde","http://www.gemeentegeschiedenis.nl/gemeentenaam/Noordwolde","http://www.gemeentegeschiedenis.nl/amco/11322",NA,0,"oudsher","1816","Friesland","noord","Weststellingwerf",98,"noordoost"
11322,"Weststellingwerf","http://www.gemeentegeschiedenis.nl/gemeentenaam/Weststellingwerf","http://www.gemeentegeschiedenis.nl/amco/11322","98",2744609,"1816","heden","Friesland","noord","Weststellingwerf",98,"noordoost"
11323,"Siddeburen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Siddeburen","http://www.gemeentegeschiedenis.nl/amco/11323",NA,0,"oudsher","1826","Groningen","noord",NA,NA,NA
11324,"Linschoten","http://www.gemeentegeschiedenis.nl/gemeentenaam/Linschoten","http://www.gemeentegeschiedenis.nl/amco/11324","328",0,"oudsher","1989","Utrecht","west","Linschoten",328,"zuidwest"
11325,"Renkum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Renkum","http://www.gemeentegeschiedenis.nl/amco/11325","274",2748235,"1818","heden","Gelderland","oost","Renkum",274,"zuidoost"
11326,"Surhuizum","http://www.gemeentegeschiedenis.nl/gemeentenaam/Surhuizum","http://www.gemeentegeschiedenis.nl/amco/11326",NA,0,"oudsher","1816","Friesland","noord",NA,NA,NA
11327,"Alblasserdam","http://www.gemeentegeschiedenis.nl/gemeentenaam/Alblasserdam","http://www.gemeentegeschiedenis.nl/amco/11327","482",2759914,"oudsher","heden","Zuid-Holland","west","Alblasserdam",482,"zuidwest"
11328,"Sandelingen Ambacht","http://www.gemeentegeschiedenis.nl/gemeentenaam/Sandelingen_Ambacht","http://www.gemeentegeschiedenis.nl/amco/11328","1365",0,"1817","1855","Zuid-Holland","west",NA,NA,NA
11329,"Wateringen","http://www.gemeentegeschiedenis.nl/gemeentenaam/Wateringen","http://www.gemeentegeschiedenis.nl/amco/11329","630",0,"oudsher","2004","Zuid-Holland","west","Wateringen",630,"zuidwest"
